incident_num,date,officer,desc_clean,offenses_clean,address_clean
13-00065(0),2013-01-11T20:47:00Z,"FITCHETT, E",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"320 ARGO AVE ALAMO HEIGHTS, TX 78209"
13-00067(0),2013-01-12T11:21:00Z,"CARNEY, M I",FORGERY,FORGERY,"5410 BROADWAY ALAMO HEIGHTS, TX 78209"
13-00068(0),2013-01-12T17:02:00Z,"GARRISON, J B",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"201 EVANS AVE ALAMO HEIGHTS, TX 78209"
13-00069(0),2013-01-12T20:52:00Z,"FITCHETT, E",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"506 AUSTIN HWY ALAMO HEIGHTS, TX 78209"
13-00070(0),2013-01-12T22:49:00Z,"GORE, E E",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"4900 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
13-00071(0),2013-01-13T00:54:00Z,"CALLENDER, C J",OPEN DOOR / WINDOW,OPEN DOOR / WINDOW,"5912 BROADWAY ALAMO HEIGHTS, TX 78209"
13-00072(0),2013-01-13T00:54:00Z,"CALLENDER, C J",COV - OPERATING ALARM SYSTEM W/O PERMIT,COV - OPERATING ALARM SYSTEM W/O PERMIT ,"5912 BROADWAY ALAMO HEIGHTS, TX 78209"
13-00073(0),2013-01-13T13:00:00Z,"CARNEY, M I",WARRANT ARREST - OUT OF JURISDICTION,WARRANT ARREST - OUT OF JURISDICTION,"5200 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
13-00074(0),2013-01-13T15:16:00Z,"GARRISON, J B",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"100 BLK ELLWOOD AVE ALAMO HEIGHTS, TX 78209"
13-00075(0),2013-01-13T19:40:00Z,"GARRISON, J B",WARRANT ARREST - OUT OF JURISDICTION,IMPOUNDED VEHICLE  WARRANT ARREST - OUT OF JURISDICTION,"4800 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
13-00076(0),2013-01-14T09:53:00Z,"NUGENT, J A",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"100 BLK AUSTIN HWY ALAMO HEIGHTS, TX 78209"
13-00077(0),2013-01-14T10:00:00Z,"KEY, L H",COV - OPERATING ALARM SYSTEM W/O PERMIT,COV - OPERATING ALARM SYSTEM W/O PERMIT ,"202 W FAIR OAKS PL ALAMO HEIGHTS, TX 78209"
13-00078(0),2013-01-14T10:00:00Z,"KEY, L H",OPEN DOOR / WINDOW,OPEN DOOR / WINDOW,"202 W FAIR OAKS PL ALAMO HEIGHTS, TX 78209"
13-00079(0),2013-01-14T10:15:00Z,"NUGENT, J A",THEFT >= $500 < $1500,THEFT >= $500 < $1500,"6900 BROADWAY ALAMO HEIGHTS, TX 78209"
13-00081(0),2013-01-14T15:43:00Z,"MARZEC, A R",ANIMAL IMPOUND (NON-COV),ANIMAL IMPOUND (NON-COV),"212 E EDGEWOOD PL ALAMO HEIGHTS, TX 78209"
13-00080(0),2013-01-14T15:45:00Z,"DELEON, M L",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"6900 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
13-00082(0),2013-01-14T16:11:00Z,"GARRISON, J B",COV - ANIMAL NUISANCE - DOG FREE OF RESTRAINT,COV - ANIMAL NUISANCE - DOG FREE OF RESTRAINT,"200 BLK PRIMROSE PL ALAMO HEIGHTS, TX 78209"
13-00084(0),2013-01-14T23:06:00Z,"FONSECA, D E",SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,"223 LAMONT AVE ALAMO HEIGHTS, TX 78209"
13-00085(0),2013-01-15T01:29:00Z,"FONSECA, D E","ALARM, BURGLARY","ALARM, BURGLARY  ","225 RETAMA PL ALAMO HEIGHTS, TX 78209"
13-00086(0),2013-01-15T03:45:00Z,"GORE, E E",UNLAWFUL USE OF CRIMINAL INSTRUMENT,EVADING ARREST/DETENTION  CONSUMPTION OF ALCOHOL BY A MINOR WARRANT ARREST - OUT OF JURISDICTION UNLAWFUL USE OF CRIMINAL INSTRUMENT POSSESSION OR DELIVERY OF DRUG,"116 W OAKVIEW PL ALAMO HEIGHTS, TX 78209"
13-00087(0),2013-01-15T08:09:00Z,"NUGENT, J A",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"200 BLK E OAKVIEW PL ALAMO HEIGHTS, TX 78209"
13-00088(0),2013-01-15T08:30:00Z,"KEY, L H",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"301 ALAMO HEIGHTS BLVD ALAMO HEIGHTS, TX 78209"
13-00090(0),2013-01-15T12:22:00Z,"NUGENT, J A","ACCIDENT, MOTOR VEHICLE","ACCIDENT, MOTOR VEHICLE  ","999 E BASSE RD SAN ANTONIO, TX 78209"
13-00091(0),2013-01-15T12:58:00Z,"MARZEC, A R",ANIMAL COMPLAINT,ANIMAL COMPLAINT  ,"140 PATTERSON AVE ALAMO HEIGHTS, TX 78209"
13-00092(0),2013-01-15T16:17:00Z,"ORR, S",TERRORISTIC THREAT,TERRORISTIC THREAT,"6720 BROADWAY ALAMO HEIGHTS, TX 78209"
13-00093(0),2013-01-15T17:34:00Z,"FITCHETT, E",SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,"206 JOLIET AVE ALAMO HEIGHTS, TX 78209"
13-00094(0),2013-01-15T17:44:00Z,"ORR, S",PROPERTY FOUND / LOST / RECOVERED,PROPERTY FOUND / LOST / RECOVERED,"700 BLK PATTERSON AVE ALAMO HEIGHTS, TX 78209"
13-00095(0),2013-01-15T17:47:00Z,"DELEON, M L",THEFT >= $50 < $500,THEFT >= $50 < $500,"134 KATHERINE CT ALAMO HEIGHTS, TX 78209"
13-00096(0),2013-01-16T14:55:00Z,"DELEON, M L","CRIMINAL MISCHIEF >=$500<$1,500","CRIMINAL MISCHIEF >=$500<$1,500","611 COLLEGE BLVD ALAMO HEIGHTS, TX 78209"
13-00098(0),2013-01-16T15:29:00Z,"DELEON, M L",THEFT >= $50 < $500,THEFT >= $50 < $500,"6900 BROADWAY ALAMO HEIGHTS, TX 78209"
13-00099(0),2013-01-16T19:23:00Z,"LUEVANO, H A",PROPERTY FOUND / LOST / RECOVERED,PROPERTY FOUND / LOST / RECOVERED,"206 CRESCENT ST ALAMO HEIGHTS, TX 78209"
13-00100(0),2013-01-16T23:42:00Z,"GORE, E E",ASSIST OTHER AGENCY,ASSIST OTHER AGENCY,"6500 BLK N VANDIVER SAN ANTONIO, TX 78209"
13-00101(0),2013-01-17T02:14:00Z,"TORRES, C R",POSSESSION OF OPEN CONTAINER IN MOTOR VEHICLE,POSSESSION OF ALCOHOL BY A MINOR,"7200 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
13-00102(0),2013-01-17T03:49:00Z,"GORE, E E",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"254 W CASTANO AVE ALAMO HEIGHTS, TX 78209"
13-00103(0),2013-01-17T09:24:00Z,"LOPEZ, C D",CRIMINAL MISCHIEF >=$50<$500,CRIMINAL MISCHIEF >=$50<$500,"5330 BROADWAY ALAMO HEIGHTS, TX 78209"
13-00104(0),2013-01-17T10:50:00Z,"CERDA, E J",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"628 PATTERSON AVE ALAMO HEIGHTS, TX 78209"
13-00105(0),2013-01-17T11:10:00Z,"LOPEZ, C D",THEFT >= $50 < $500,THEFT >= $50 < $500,"304 HARRISON AVE ALAMO HEIGHTS, TX 78209"
13-00106(0),2013-01-17T13:17:00Z,"DELEON, M L","ALARM, BURGLARY","ALARM, BURGLARY  ","602 ALAMO HEIGHTS BLVD ALAMO HEIGHTS, TX 78209"
13-00107(0),2013-01-17T13:46:00Z,"LUEVANO, H A",SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,"1001 TOWNSEND AVE ALAMO HEIGHTS, TX 78209"
13-00108(0),2013-01-17T16:45:00Z,"GARRISON, J B",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"300 BLK AUSTIN HWY ALAMO HEIGHTS, TX 78209"
13-00111(0),2013-01-18T02:25:00Z,"TORRES, C R",DRIVING WHILE INTOXICATED MB,DRIVING WHILE INTOXICATED MB,"600 BLK AUSTIN HWY ALAMO HEIGHTS, TX 78209"
13-00112(0),2013-01-18T08:40:00Z,"CERDA, E J",THEFT OF FIREARM,THEFT OF FIREARM,"140 INSLEE AVE ALAMO HEIGHTS, TX 78209"
13-00114(0),2013-01-18T10:38:00Z,"KEY, L H",FORGERY,FORGERY,"4620 BROADWAY ALAMO HEIGHTS, TX 78209"
13-00113(0),2013-01-18T10:44:00Z,"MARZEC, A R",COV - ANIMAL NUISANCE - DOG FREE OF RESTRAINT,COV - ANIMAL NUISANCE - DOG FREE OF RESTRAINT,"6000 BROADWAY ALAMO HEIGHTS, TX 78209"
13-00115(0),2013-01-18T12:45:00Z,"LOPEZ, C D",THEFT >= $50 < $500,THEFT >= $50 < $500,"152 HARRIGAN CT 7 ALAMO HEIGHTS, TX 78209"
13-00116(0),2013-01-18T13:52:00Z,"LUEVANO, H A",BURGLARY OF A VEHICLE,BURGLARY OF A VEHICLE,"5800 BROADWAY ALAMO HEIGHTS, TX 78209"
13-00117(0),2013-01-18T13:59:00Z,"GARRISON, J B",PUBLIC INTOXICATION,PUBLIC INTOXICATION,"600 BLK PATTERSON AVE ALAMO HEIGHTS, TX 78209"
13-00118(0),2013-01-18T15:00:00Z,"DELEON, M L",PROPERTY FOUND / LOST / RECOVERED,PROPERTY FOUND / LOST / RECOVERED,"6116 BROADWAY ALAMO HEIGHTS, TX 78209"
13-00119(0),2013-01-18T17:39:00Z,"DELEON, M L",COV - SOLICITING W/O PERMIT,COV - SOLICITING W/O PERMIT,"143 KATHERINE CT ALAMO HEIGHTS, TX 78209"
13-00120(0),2013-01-19T02:32:00Z,"TORRES, C R",BURGLARY OF A VEHICLE,BURGLARY OF A VEHICLE,"5100 BROADWAY ALAMO HEIGHTS, TX 78209"
13-00121(0),2013-01-19T10:58:00Z,"LOPEZ, C D",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"7200 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
13-00122(0),2013-01-19T13:38:00Z,"LOPEZ, C D",THEFT >= $50 < $500,THEFT >= $50 < $500,"217 ROSEMARY AVE ALAMO HEIGHTS, TX 78209"
13-00123(0),2013-01-19T14:36:00Z,"GARRISON, J B",COV - SOLICITING W/O PERMIT,COV - SOLICITING W/O PERMIT,"123 CLAYWELL DR ALAMO HEIGHTS, TX 78209"
13-00124(0),2013-01-19T15:30:00Z,"LUEVANO, H A",COV - SOLICITING W/O PERMIT,COV - SOLICITING W/O PERMIT,"212 ALAMO HEIGHTS BLVD ALAMO HEIGHTS, TX 78209"
13-00125(0),2013-01-19T16:01:00Z,"FITCHETT, E",ANIMAL IMPOUND (NON-COV),ANIMAL IMPOUND (NON-COV),"200 BLK E CASTANO AVE ALAMO HEIGHTS, TX 78209"
13-00126(0),2013-01-19T19:10:00Z,"FITCHETT, E",ASSIST OTHER AGENCY,ASSIST OTHER AGENCY,"700 BLK AUSTIN HWY TERRELL HILLS, TX 78209"
13-00127(0),2013-01-19T19:17:00Z,"FITCHETT, E",COV - ANIMAL NUISANCE - LOUD & OBNOXIOUS NOISE,COV - ANIMAL NUISANCE - LOUD & OBNOXIOUS NOISE,"123 CLAYWELL DR ALAMO HEIGHTS, TX 78209"
13-00128(0),2013-01-20T02:35:00Z,"CALLENDER, C J",DRIVING WHILE INTOXICATED MB,DRIVING WHILE INTOXICATED MB,"6800 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
13-00129(0),2013-01-20T09:46:00Z,"NUGENT, J A",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"5900 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
13-00130(0),2013-01-20T11:32:00Z,"LOPEZ, C D",PROPERTY FOUND / LOST / RECOVERED,PROPERTY FOUND / LOST / RECOVERED,"6300 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
13-00131(0),2013-01-20T13:09:00Z,"LOPEZ, C D",COV - TREE PRUNING OR REMOVAL,COV - TREE PRUNING OR REMOVAL,"211 E ELMVIEW PL ALAMO HEIGHTS, TX 78209"
13-00132(0),2013-01-20T14:41:00Z,"LUEVANO, H A","ACCIDENT, MOTOR VEHICLE","ACCIDENT, MOTOR VEHICLE  ","100 BLK BURR RD ALAMO HEIGHTS, TX 78209"
13-00133(0),2013-01-21T01:05:00Z,"TORRES, C R",POSS MARIJUANA <= 2 OZ DRUG FREE ZONE,POSSESSION OF ALCOHOL BY A MINOR  POSS MARIJUANA <= 2 OZ DRUG FREE ZONE POSSESSION OR DELIVERY OF DRUG PARAPHERNALIA,"100 BLK E FAIR OAKS PL ALAMO HEIGHTS, TX 78209"
13-00134(0),2013-01-21T08:59:00Z,"LOPEZ, C D",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"4800 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
13-00135(0),2013-01-21T09:44:00Z,"CERDA, E J",BURGLARY,BURGLARY,"139 ROUTT ST APARTMENT 133 ALAMO HEIGHTS, TX 78209"
13-00136(0),2013-01-21T13:07:00Z,"LOPEZ, C D",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"6900 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
13-00139(0),2013-01-21T13:42:00Z,"ORR, S",BURGLARY,BURGLARY,"5413 N NEW BRAUNFELS AVE ALAMO HEIGHTS, TX 78209"
13-00137(0),2013-01-21T14:12:00Z,"DELEON, M L",COV - OPERATING ALARM SYSTEM W/O PERMIT,COV - OPERATING ALARM SYSTEM W/O PERMIT ,"138 GROVE PL ALAMO HEIGHTS, TX 78209"
13-00138(0),2013-01-21T14:33:00Z,"DELEON, M L",WARRANT ARREST - OUT OF JURISDICTION,COV - AUTHORIZED HOURS OF CONSTRUCTION WARRANT ARREST - OUT OF JURISDICTION,"351 REDWOOD ST ALAMO HEIGHTS, TX 78209"
13-00140(0),2013-01-21T14:35:00Z,"ORR, S",ANIMAL BITE / SCRATCH CASE,ANIMAL BITE / SCRATCH CASE,"501 CORONA AVE ALAMO HEIGHTS, TX 78209"
13-00141(0),2013-01-21T16:46:00Z,"ORR, S",ASSIST OTHER AGENCY,ASSIST OTHER AGENCY,"500 BLK DEVINE RD SAN ANTONIO, TX 78212"
