incident_num,date,officer,desc_clean,offenses_clean,address_clean
16-00014(0),2016-01-04T07:59:00Z,"KEY, L H",ASSIST OTHER AGENCY,ASSIST OTHER AGENCY,"700 BLK AUSTIN HWY TERRELL HILLS, TX 78209"
16-00015(0),2016-01-04T09:10:00Z,"DUCOTE, L A",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"100 BLK ST DENNIS AVE ALAMO HEIGHTS, TX 78209"
16-00016(0),2016-01-04T11:15:00Z,"DUCOTE, L A",POSS MARIJUANA < 2OZ,POSSESSION OF OPEN CONTAINER IN MOTOR VEHICLE POSSESSION OR DELIVERY OF DRUG PARAPHERNALIA POSS MARIJUANA < 2OZ,"100 BLK E CASTANO AVE ALAMO HEIGHTS, TX 78209"
16-00017(0),2016-01-04T12:15:00Z,"GORE, E E",FRAUDULENT USE/POSS OF IDENTIFYING INFO,FRAUDULENT USE/POSS OF IDENTIFYING INFO,"6900 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00018(0),2016-01-04T13:32:00Z,"KEY, L H",PUBLIC INTOXICATION,PUBLIC INTOXICATION,"5321 BROADWAY ALAMO HEIGHTS, TX 78209"
16-00019(0),2016-01-04T16:40:00Z,"MOSMAN, J D",COV - ANIMAL NUISANCE - DOG FREE OF RESTRAINT,COV - ANIMAL NUISANCE - DOG FREE OF RESTRAINT,"6800 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00020(0),2016-01-04T17:26:00Z,"GORE, E E",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"5900 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00021(0),2016-01-04T23:43:00Z,"FITCHETT, E",POSSESSION OR DELIVERY OF DRUG PARAPHERNALIA,POSSESSION OR DELIVERY OF DRUG PARAPHERNALIA,"200 BLK NACOGDOCHES RD ALAMO HEIGHTS, TX 78209"
16-00022(0),2016-01-05T01:48:00Z,"LOPEZ, C D",DRIVING WHILE INTOXICATED MB,POSSESSION OF OPEN CONTAINER IN MOTOR VEHICLE IMPOUNDED VEHICLE DRIVING WHILE INTOXICATED MB,"7300 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00023(0),2016-01-05T10:25:00Z,"KEY, L H",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"100 BLK MONTCLAIR AVE ALAMO HEIGHTS, TX 78209"
16-00024(0),2016-01-05T10:29:00Z,"DUCOTE, L A",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"5900 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00025(0),2016-01-05T15:02:00Z,"CERDA, E J",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"5218 BROADWAY ALAMO HEIGHTS, TX 78209"
16-00026(0),2016-01-05T15:38:00Z,"CERDA, E J",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"5900 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00027(0),2016-01-05T15:59:00Z,"KEY, L H",THEFT PROP <$100,THEFT PROP <$100,"355 ROSEMARY AVE ALAMO HEIGHTS, TX 78209"
16-00028(0),2016-01-05T16:17:00Z,"GORE, E E",POSSESSION OR DELIVERY OF DRUG PARAPHERNALIA,POSSESSION OR DELIVERY OF DRUG PARAPHERNALIA,"7000 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00029(0),2016-01-05T18:05:00Z,"GORE, E E",ASSIST OTHER AGENCY,ASSIST OTHER AGENCY,"200 BLK THELMA DR OLMOS PARK, TX 78212"
16-00030(0),2016-01-06T02:40:00Z,"LOPEZ, C D",POSSESSION OR DELIVERY OF DRUG PARAPHERNALIA,POSSESSION OR DELIVERY OF DRUG PARAPHERNALIA,"200 BLK AUSTIN HWY ALAMO HEIGHTS, TX 78209"
16-00031(0),2016-01-06T06:44:00Z,"TORRES, J M",COV - OPERATING ALARM SYSTEM W/O PERMIT,COV - OPERATING ALARM SYSTEM W/O PERMIT ,"5306 BROADWAY ALAMO HEIGHTS, TX 78209"
16-00032(0),2016-01-06T07:41:00Z,"TORRES, J M",SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,"200 BLK CANYON DR ALAMO HEIGHTS, TX 78209"
16-00033(0),2016-01-06T09:08:00Z,"KEY, L H",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"6900 BROADWAY ALAMO HEIGHTS, TX 78209"
16-00034(0),2016-01-06T10:16:00Z,"MARZEC, A R",COV - ANIMAL NUISANCE - DOG FREE OF RESTRAINT,COV - ANIMAL NUISANCE - DOG FREE OF RESTRAINT,"103 ALAMO HEIGHTS BLVD ALAMO HEIGHTS, TX 78209"
16-00035(0),2016-01-06T10:34:00Z,"HOSEY, J P",SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,"111 ENCINO AVE ALAMO HEIGHTS, TX 78209"
16-00036(0),2016-01-06T11:21:00Z,"TORRES, J M",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"5200 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00037(0),2016-01-06T16:54:00Z,"DELEON, M L",VIOLATION OF PROTECTIVE ORDER OR MAGISTRATE'S ORDER,VIOLATION OF PROTECTIVE ORDER OR MAGISTRATE'S ORDER,"106 ALBANY AVE ALAMO HEIGHTS, TX 78209"
16-00038(0),2016-01-06T18:23:00Z,"CERDA, E J",THEFT PROP >=$100<$750,THEFT PROP >=$100<$750,"6815 BROADWAY 7 ALAMO HEIGHTS, TX"
16-00039(0),2016-01-06T20:06:00Z,"CERDA, E J",COV - OPERATING ALARM SYSTEM W/O PERMIT,COV - OPERATING ALARM SYSTEM W/O PERMIT ,"520 COLLEGE BLVD ALAMO HEIGHTS, TX 78209"
16-00040(0),2016-01-07T00:34:00Z,"FITCHETT, E",ASSIST OTHER AGENCY,ASSIST OTHER AGENCY,"336 CARDINAL AVE ALAMO HEIGHTS, TX 78209"
16-00041(0),2016-01-07T06:54:00Z,"TORRES, J M",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"4700 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00042(0),2016-01-07T08:45:00Z,"TORRES, J M",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"6100 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00043(0),2016-01-07T13:07:00Z,"LUEVANO, H A",DISTURBANCE,DISTURBANCE,"6715 BROADWAY ALAMO HEIGHTS, TX 78209"
16-00045(0),2016-01-07T14:02:00Z,"GORE, E E",OPEN DOOR / WINDOW,OPEN DOOR / WINDOW,"411 CLEVELAND CT ALAMO HEIGHTS, TX 78209"
16-00044(0),2016-01-07T14:08:00Z,"MARZEC, A R",ANIMAL IMPOUND (NON-COV),ANIMAL IMPOUND (NON-COV),"6116 BROADWAY ALAMO HEIGHTS, TX 78209"
16-00046(0),2016-01-07T15:42:00Z,"GORE, E E",THEFT PROP >=$100<$750,THEFT PROP >=$100<$750,"5321 BROADWAY ALAMO HEIGHTS, TX 78209"
16-00047(0),2016-01-07T16:50:00Z,"LUEVANO, H A",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"6900 BROADWAY ALAMO HEIGHTS, TX 78209"
16-00048(0),2016-01-07T17:20:00Z,"GORE, E E",COV - AUTHORIZED HOURS OF CONSTRUCTION,COV - AUTHORIZED HOURS OF CONSTRUCTION,"239 WILDROSE AVE ALAMO HEIGHTS, TX 78209"
16-00049(0),2016-01-07T17:43:00Z,"ESCORZA, V","ACCIDENT, MOTOR VEHICLE","ACCIDENT, MOTOR VEHICLE  ","615 AUSTIN HWY ALAMO HEIGHTS, TX 78209"
16-00050(0),2016-01-07T18:28:00Z,"GORE, E E",ASSAULT THREAT OR OFFENSIVE TOUCH,ASSAULT THREAT OR OFFENSIVE TOUCH,"152 HARRIGAN CT ALAMO HEIGHTS, TX 78209"
16-00051(0),2016-01-07T20:59:00Z,"ESCORZA, V",BURGLARY,BURGLARY,"247 TUXEDO AVE ALAMO HEIGHTS, TX 78209"
16-00052(0),2016-01-07T22:38:00Z,"ORR, S",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"400 BLK ASHCROFT AVE ALAMO HEIGHTS, TX 78209"
16-00053(0),2016-01-08T12:16:00Z,"LUEVANO, H A",POSS MARIJUANA < 2OZ,POSS MARIJUANA < 2OZ,"700 BLK COLUMBINE ST ALAMO HEIGHTS, TX 78209"
16-00054(0),2016-01-08T12:17:00Z,"TORRES, J M",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"200 BLK CLAYWELL DR ALAMO HEIGHTS, TX 78209"
16-00055(0),2016-01-08T14:40:00Z,"TORRES, J M",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"4700 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00056(0),2016-01-08T16:13:00Z,"GARRISON, J B",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"100 BLK AUSTIN HWY ALAMO HEIGHTS, TX 78209"
16-00057(0),2016-01-08T16:47:00Z,"DELEON, M L",POSSESSION OR DELIVERY OF DRUG PARAPHERNALIA,IMPOUNDED VEHICLE  POSSESSION OR DELIVERY OF DRUG PARAPHERNALIA,"5200 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00058(0),2016-01-08T18:21:00Z,"GARRISON, J B",COV - ANIMAL NUISANCE - LOUD & OBNOXIOUS NOISE,COV - ANIMAL NUISANCE - LOUD & OBNOXIOUS NOISE,"235 E FAIR OAKS PL ALAMO HEIGHTS, TX 78209"
16-00059(0),2016-01-08T20:57:00Z,"NUGENT, J A",ASSIST OTHER AGENCY,ASSIST OTHER AGENCY,"6000 BLK N NEW BRAUNFELS SAN ANTONIO, TX 78209"
16-00060(0),2016-01-08T21:47:00Z,"ESCORZA, V",OPEN DOOR / WINDOW,OPEN DOOR / WINDOW,"210 CANYON DR ALAMO HEIGHTS, TX 78209"
16-00061(0),2016-01-09T00:41:00Z,"DELEON, M L",DISTURBANCE,DISTURBANCE,"5100 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00062(0),2016-01-09T09:53:00Z,"TORRES, J M",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"5100 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00063(0),2016-01-09T11:10:00Z,"TORRES, J M",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"200 BLK W CASTANO AVE ALAMO HEIGHTS, TX 78209"
16-00064(0),2016-01-09T16:25:00Z,"GARRISON, J B",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"5000 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00065(0),2016-01-09T17:45:00Z,"GARRISON, J B",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"5911 BROADWAY ALAMO HEIGHTS, TX 78209"
16-00066(0),2016-01-09T19:05:00Z,"MOSMAN, J D",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"5000 N NEW BRAUNFELS AVE ALAMO HEIGHTS, TX 78209"
16-00067(0),2016-01-09T20:02:00Z,"MOSMAN, J D","COV - FIREWORKS, DISCHARGING WITHIN CITY LIMITS","COV - FIREWORKS, DISCHARGING WITHIN CITY LIMITS","202 CLAYWELL DR ALAMO HEIGHTS, TX 78209"
16-00068(0),2016-01-09T22:15:00Z,"GARRISON, J B",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"110 KENNEDY AVE 5 ALAMO HEIGHTS, TX 78209"
16-00069(0),2016-01-10T02:30:00Z,"LOPEZ, C D",MINOR IN POSSESSION OF TOBACCO PRODUCTS,IMPOUNDED VEHICLE  MINOR IN POSSESSION OF TOBACCO PRODUCTS,"700 BLK TUXEDO AVE ALAMO HEIGHTS, TX 78209"
16-00070(0),2016-01-10T11:22:00Z,"LUEVANO, H A",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"100 BLK CLAIBORNE WAY ALAMO HEIGHTS, TX 78209"
16-00072(0),2016-01-10T14:21:00Z,"LUEVANO, H A",COV - OPERATING ALARM SYSTEM W/O PERMIT,COV - OPERATING ALARM SYSTEM W/O PERMIT ,"404 ABISO AVE ALAMO HEIGHTS, TX 78209"
16-00073(0),2016-01-10T19:31:00Z,"MOSMAN, J D",CRIME PREVENTION,CRIME PREVENTION  ,"5100 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00074(0),2016-01-10T20:55:00Z,"CERDA, E J",BURGLARY OF A VEHICLE,BURGLARY OF A VEHICLE,"137 EVANS AVE ALAMO HEIGHTS, TX 78209"
16-00075(0),2016-01-10T22:28:00Z,"LOPEZ, C D",POSSESSION OR DELIVERY OF DRUG PARAPHERNALIA,IMPOUNDED VEHICLE  POSSESSION OR DELIVERY OF DRUG PARAPHERNALIA,"5200 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00076(0),2016-01-11T01:03:00Z,"LOPEZ, C D",POSS CS PG 1 >= 1G < 4G,IMPOUNDED VEHICLE  WARRANT ARREST - OUT OF JURISDICTION POSS CS PG 1 >= 1G < 4G POSSESSION DANGEROUS DRUGS UNAUTHORIZED USE MOTOR VEHICLE,"6000 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00077(0),2016-01-11T11:07:00Z,"LUEVANO, H A",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"4700 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00078(0),2016-01-11T12:57:00Z,"MOSMAN, J D",ASSIST OTHER AGENCY,ASSIST OTHER AGENCY,"700 BLK AUSTIN HWY TERRELL HILLS, TX 78209"
16-00079(0),2016-01-11T14:02:00Z,"OTTMERS, A","ALARM, FIRE/MEDICAL","ALARM, FIRE/MEDICAL  ","6900 BROADWAY ALAMO HEIGHTS, TX 78209"
16-00080(0),2016-01-11T15:31:00Z,"DUCOTE, L A",FAILED TO COMPLY WITH REQUIREMENTS ON STRIKING UNATTENDED VEH.,FAILED TO COMPLY WITH REQUIREMENTS ON STRIKING UNATTENDED VEH.,"4600 BROADWAY ALAMO HEIGHTS, TX 78209"
16-00081(0),2016-01-11T16:41:00Z,"CERDA, E J",BURGLARY OF A VEHICLE,BURGLARY OF A VEHICLE,"112 INSLEE AVE ALAMO HEIGHTS, TX 78209"
16-00082(0),2016-01-11T19:57:00Z,"CERDA, E J",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"100 BLK E CASTANO AVE ALAMO HEIGHTS, TX 78209"
16-00083(0),2016-01-11T22:35:00Z,"LOPEZ, C D",COV - OPERATING ALARM SYSTEM W/O PERMIT,COV - OPERATING ALARM SYSTEM W/O PERMIT ,"111 ENCINO AVE ALAMO HEIGHTS, TX 78209"
16-00084(0),2016-01-12T00:38:00Z,"LOPEZ, C D","DRAG RACING--ACCELERATION CONTEST, ETC.","DRAG RACING--ACCELERATION CONTEST, ETC.","600 BLK AUSTIN HWY ALAMO HEIGHTS, TX 78209"
16-00085(0),2016-01-12T05:20:00Z,"LOPEZ, C D",POSSESSION OR DELIVERY OF DRUG PARAPHERNALIA,IMPOUNDED VEHICLE  POSSESSION OR DELIVERY OF DRUG PARAPHERNALIA,"6100 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00087(0),2016-01-12T11:36:00Z,"DUCOTE, L A",COV - OPERATING ALARM SYSTEM W/O PERMIT,COV - OPERATING ALARM SYSTEM W/O PERMIT ,"5306 BROADWAY ALAMO HEIGHTS, TX 78209"
16-00088(0),2016-01-12T12:00:00Z,"HOSEY, J P","ALARM, BURGLARY","ALARM, BURGLARY  ","203 CHICHESTER AVE ALAMO HEIGHTS, TX 78209"
16-00089(0),2016-01-12T14:12:00Z,"DUCOTE, L A",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"6900 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00090(0),2016-01-12T14:49:00Z,"DUCOTE, L A",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"100 BLK TUXEDO AVE ALAMO HEIGHTS, TX 78209"
16-00091(0),2016-01-12T16:21:00Z,"GORE, E E",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"5200 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00092(0),2016-01-12T18:27:00Z,"CERDA, E J",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"500 BLK AUSTIN HWY ALAMO HEIGHTS, TX 78209"
16-00093(0),2016-01-13T07:48:00Z,"TORRES, J M",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"6900 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00097(0),2016-01-13T11:12:00Z,"DELEON, M L",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"239 ALTA AVE ALAMO HEIGHTS, TX 78209"
16-00095(0),2016-01-13T11:50:00Z,"DELEON, M L",DAMAGE CITY PROPERTY,DAMAGE CITY PROPERTY,"6116 BROADWAY ALAMO HEIGHTS, TX 78209"
16-00096(0),2016-01-13T13:51:00Z,"TORRES, J M",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"5000 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00098(0),2016-01-13T14:20:00Z,"DELEON, M L",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"216 RETAMA PL ALAMO HEIGHTS, TX 78209"
16-00099(0),2016-01-13T14:53:00Z,"TORRES, J M",DISTURBANCE,DISTURBANCE,"100 BLK ROSEMARY AVE ALAMO HEIGHTS, TX 78209"
16-00100(0),2016-01-13T15:34:00Z,"DELEON, M L",POSSESSION OR DELIVERY OF DRUG PARAPHERNALIA,POSSESSION OR DELIVERY OF DRUG PARAPHERNALIA,"216 RETAMA PL ALAMO HEIGHTS, TX 78209"
16-00102(0),2016-01-13T16:21:00Z,"HOSEY, J P",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"137 TERRELL RD ALAMO HEIGHTS, TX 78209"
16-00101(0),2016-01-13T16:23:00Z,"GORE, E E",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"532 ARGO AVE ALAMO HEIGHTS, TX 78209"
16-00103(0),2016-01-13T16:52:00Z,"GORE, E E",DECEASED PERSON,DECEASED PERSON,"206 PRIMROSE PL ALAMO HEIGHTS, TX 78209"
16-00104(0),2016-01-13T17:42:00Z,"DELEON, M L",THEFT PROP >=$100<$750,THEFT PROP >=$100<$750,"5011 BROADWAY ALAMO HEIGHTS, TX 78209"
16-00105(0),2016-01-13T18:14:00Z,"DELEON, M L",CRIMINAL MISCHIEF >=$100<$750,CRIMINAL MISCHIEF >=$100<$750,"171 E EDGEWOOD PL ALAMO HEIGHTS, TX 78209"
16-00106(0),2016-01-13T19:00:00Z,"GORE, E E",ASSIST OTHER AGENCY,ASSIST OTHER AGENCY,"200 BLK E CONTOUR DR OLMOS PARK, TX 78212"
16-00107(0),2016-01-13T22:08:00Z,"NUGENT, J A",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"210 CIRCLE ST 5 ALAMO HEIGHTS, TX 78209"
16-00108(0),2016-01-14T08:57:00Z,"TORRES, J M",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"4700 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00109(0),2016-01-14T09:26:00Z,"DEROSA, R E",PROPERTY FOUND / LOST / RECOVERED,PROPERTY FOUND / LOST / RECOVERED,"152 HARRIGAN CT ALAMO HEIGHTS, TX 78209"
16-00110(0),2016-01-14T12:06:00Z,"TORRES, J M",POSSESSION OR DELIVERY OF DRUG PARAPHERNALIA,POSSESSION OR DELIVERY OF DRUG PARAPHERNALIA,"6000 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00111(0),2016-01-14T12:13:00Z,"TORRES, J M",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"6116 BROADWAY ALAMO HEIGHTS, TX 78209"
16-00112(0),2016-01-14T13:40:00Z,"HOSEY, J P","THEFT PROP >=$2,500<$30K","THEFT PROP >=$2,500<$30K","4707 BROADWAY 1116 ALAMO HEIGHTS, TX 78209"
16-00113(0),2016-01-14T14:04:00Z,"DEROSA, R E",FORGERY,FORGERY,"110 AUSTIN HWY ALAMO HEIGHTS, TX 78209"
16-00114(0),2016-01-15T00:05:00Z,"ESCORZA, V",EVADING ARREST/DETENTION USING VEH,EVADING ARREST/DETENTION USING VEH,"7300 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00115(0),2016-01-15T10:09:00Z,"TORRES, J M",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"200 BLK TUXEDO AVE ALAMO HEIGHTS, TX 78209"
16-00117(0),2016-01-15T11:21:00Z,"MARZEC, A R",ANIMAL COMPLAINT,ANIMAL COMPLAINT  ,"6116 BROADWAY ALAMO HEIGHTS, TX 78209"
16-00118(0),2016-01-15T12:08:00Z,"TORRES, J M",UNAUTHORIZED USE MOTOR VEHICLE,UNAUTHORIZED USE MOTOR VEHICLE,"6100 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00119(0),2016-01-15T13:14:00Z,"LUEVANO, H A",THEFT PROP <$100,THEFT PROP <$100,"5140 BROADWAY ALAMO HEIGHTS, TX 78209"
16-00120(0),2016-01-15T15:08:00Z,"TORRES, J M",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"7100 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00121(0),2016-01-15T15:22:00Z,"HOSEY, J P",POSS CS PG 1 >= 1G < 4G,FAILURE TO IDENTIFY / FUGITIVE FROM JUSTICE IMPOUNDED VEHICLE WARRANT ARREST - OUT OF JURISDICTION POSSESSION OR DELIVERY OF DRUG PARAPHERNALIA THEFT PROP (SHOPLIFTING) >=$100<$750,"5011 BROADWAY ALAMO HEIGHTS, TX 78209"
16-00122(0),2016-01-15T20:00:00Z,"ORR, S",ANIMAL IMPOUND (NON-COV),ANIMAL IMPOUND (NON-COV),"6116 BROADWAY ALAMO HEIGHTS, TX 78209"
16-00123(0),2016-01-15T20:13:00Z,"ORR, S",DISTURBANCE,DISTURBANCE,"141 GROVE PL ALAMO HEIGHTS, TX 78209"
16-00124(0),2016-01-15T23:00:00Z,"NUGENT, J A",BURGLARY OF A VEHICLE,BURGLARY OF A VEHICLE,"5000 BROADWAY ALAMO HEIGHTS, TX 78209"
16-00125(0),2016-01-16T00:52:00Z,"NUGENT, J A",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"5100 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00126(0),2016-01-16T08:51:00Z,"TORRES, J M",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"4800 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00127(0),2016-01-16T10:01:00Z,"DUCOTE, L A",CRIMINAL MISCHIEF <$100,CRIMINAL MISCHIEF <$100  THEFT PROP <$100,"133 E ELMVIEW PL ALAMO HEIGHTS, TX 78209"
16-00128(0),2016-01-16T12:30:00Z,"TORRES, J M",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"5100 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00129(0),2016-01-16T12:46:00Z,"DELEON, M L",COV - OPERATING ALARM SYSTEM W/O PERMIT,COV - OPERATING ALARM SYSTEM W/O PERMIT ,"5306 BROADWAY ALAMO HEIGHTS, TX 78209"
16-00130(0),2016-01-16T23:58:00Z,"NUGENT, J A",DRIVING WHILE INTOXICATED 2ND,DRIVING WHILE INTOXICATED 2ND,"500 BLK AUSTIN HWY ALAMO HEIGHTS, TX 78209"
16-00131(0),2016-01-17T09:03:00Z,"DUCOTE, L A",COV - ANIMAL NUISANCE - DOG FREE OF RESTRAINT,COV - ANIMAL NUISANCE - DOG FREE OF RESTRAINT,"300 BLK REDWOOD ST ALAMO HEIGHTS, TX 78209"
16-00132(0),2016-01-17T10:01:00Z,"LUEVANO, H A",EVADING ARREST/DETENTION USING VEH,EVADING ARREST/DETENTION USING VEH,"4900 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00133(0),2016-01-17T12:14:00Z,"DUCOTE, L A",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"100 BLK AUSTIN HWY ALAMO HEIGHTS, TX 78209"
16-00134(0),2016-01-17T13:27:00Z,"DUCOTE, L A",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"6300 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
16-00135(0),2016-01-17T13:49:00Z,"LUEVANO, H A",PROPERTY FOUND / LOST / RECOVERED,PROPERTY FOUND / LOST / RECOVERED,"100 BLK CLAYWELL DR ALAMO HEIGHTS, TX 78209"
16-00136(0),2016-01-17T15:15:00Z,"MOSMAN, J D",OPEN DOOR / WINDOW,OPEN DOOR / WINDOW,"5928 BROADWAY ALAMO HEIGHTS, TX 78209"
16-00137(0),2016-01-17T15:15:00Z,"MOSMAN, J D",COV - OPERATING ALARM SYSTEM W/O PERMIT,COV - OPERATING ALARM SYSTEM W/O PERMIT ,"5928 BROADWAY ALAMO HEIGHTS, TX 78209"
