incident_num,date,officer,desc_clean,offenses_clean,address_clean
14-00024(0),2014-01-05T02:03:00Z,"FITCHETT, E",PUBLIC INTOXICATION,POSSESSION OF OPEN CONTAINER IN MOTOR VEHICLE POSSESSION OR DELIVERY OF DRUG PARAPHERNALIA PUBLIC INTOXICATION,"100 BLK GRANDVIEW PL ALAMO HEIGHTS, TX 78209"
14-00025(0),2014-01-05T02:51:00Z,"CARNEY, M I",DRIVING WHILE INTOXICATED MB,CONSUMPTION OF ALCOHOL BY A MINOR  DRIVING WHILE INTOXICATED MB,"6400 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00026(0),2014-01-05T12:07:00Z,"GARRISON, J B",THEFT > $1500 < $20k,THEFT > $1500 < $20k,"320 HARRISON AVE ALAMO HEIGHTS, TX 78209"
14-00027(0),2014-01-05T13:26:00Z,"LUEVANO, H A",COV - SOLICITING W/O PERMIT,COV - SOLICITING W/O PERMIT,"300 BLK MONTCLAIR AVE ALAMO HEIGHTS, TX 78209"
14-00028(0),2014-01-05T16:42:00Z,"DUCOTE, L A",FAILED TO COMPLY WITH REQUIREMENTS ON STRIKING UNATTENDED VEH.,FAILED TO COMPLY WITH REQUIREMENTS ON STRIKING UNATTENDED VEH.,"1214 TOWNSEND AVE ALAMO HEIGHTS, TX 78209"
14-00030(0),2014-01-05T23:54:00Z,"CARNEY, M I",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"5200 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00031(0),2014-01-06T09:55:00Z,"GARRISON, J B",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"100 BLK MONTCLAIR AVE ALAMO HEIGHTS, TX 78209"
14-00032(0),2014-01-07T11:43:00Z,"HOSEY, J P",THEFT > $1500 < $20k,THEFT > $1500 < $20k,"1001 TOWNSEND AVE ALAMO HEIGHTS, TX 78209"
14-00033(0),2014-01-07T14:02:00Z,"CERDA, E J",WARRANT ARREST - OUT OF JURISDICTION,WARRANT ARREST - OUT OF JURISDICTION,"100 BLK CLAYWELL DR ALAMO HEIGHTS, TX 78209"
14-00034(0),2014-01-07T14:11:00Z,"OTTMERS, A",COV - OPERATING ALARM SYSTEM W/O PERMIT,COV - OPERATING ALARM SYSTEM W/O PERMIT ,"514 NORMANDY AVE ALAMO HEIGHTS, TX 78209"
14-00035(0),2014-01-07T15:17:00Z,"ORR, S",COV - OPERATING ALARM SYSTEM W/O PERMIT,COV - OPERATING ALARM SYSTEM W/O PERMIT ,"112 WILDROSE AVE ALAMO HEIGHTS, TX 78209"
14-00036(0),2014-01-07T18:35:00Z,"ORR, S",COV - ANIMAL NUISANCE - LOUD & OBNOXIOUS NOISE,COV - ANIMAL NUISANCE - LOUD & OBNOXIOUS NOISE,"114 EVANS AVE ALAMO HEIGHTS, TX 78209"
14-00037(0),2014-01-07T19:20:00Z,"OTTMERS, A",PUBLIC INTOXICATION,PUBLIC INTOXICATION,"4700 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00038(0),2014-01-08T07:45:00Z,"CERDA, E J",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"5800 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00039(0),2014-01-08T08:45:00Z,"CERDA, E J",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"100 BLK CORONA AVE ALAMO HEIGHTS, TX 78209"
14-00041(0),2014-01-08T12:47:00Z,"LUEVANO, H A",THEFT >= $50 < $500,THEFT >= $50 < $500,"5108 BROADWAY 204 ALAMO HEIGHTS, TX 78209"
14-00042(0),2014-01-08T15:48:00Z,"KEY, L H",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"200 BLK ALBANY AVE ALAMO HEIGHTS, TX 78209"
14-00043(0),2014-01-09T01:32:00Z,"CARNEY, M I",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"4600 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00044(0),2014-01-09T02:21:00Z,"LOPEZ, C D",DRIVING WHILE INTOXICATED MB,DRIVING WHILE INTOXICATED MB,"7200 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00045(0),2014-01-09T02:58:00Z,"CARNEY, M I",DRIVING WHILE INTOXICATED 3RD OR MORE,DRIVING WHILE INTOXICATED 3RD OR MORE,"5100 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00046(0),2014-01-09T08:03:00Z,"CERDA, E J",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"5800 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00048(0),2014-01-09T08:34:00Z,"LUEVANO, H A",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"6400 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00047(0),2014-01-09T08:40:00Z,"CERDA, E J",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"6000 BROADWAY ALAMO HEIGHTS, TX 78209"
14-00049(0),2014-01-09T09:56:00Z,"LUEVANO, H A",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"5911 BROADWAY ALAMO HEIGHTS, TX 78209"
14-00050(0),2014-01-09T10:47:00Z,"GARRISON, J B",OPEN DOOR / WINDOW,OPEN DOOR / WINDOW,"130 E EDGEWOOD PL ALAMO HEIGHTS, TX 78209"
14-00051(0),2014-01-09T10:47:00Z,"GARRISON, J B","ALARM, BURGLARY","ALARM, BURGLARY  ","130 E EDGEWOOD PL ALAMO HEIGHTS, TX 78209"
14-00052(0),2014-01-09T12:14:00Z,"LUEVANO, H A",BURGLARY OF A VEHICLE,BURGLARY OF A VEHICLE,"4820 BROADWAY ALAMO HEIGHTS, TX 78209"
14-00053(0),2014-01-09T12:22:00Z,"LUEVANO, H A",BURGLARY OF A VEHICLE,BURGLARY OF A VEHICLE,"4820 BROADWAY ALAMO HEIGHTS, TX 78209"
14-00054(0),2014-01-09T13:04:00Z,"CERDA, E J",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"5500 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00056(0),2014-01-09T13:26:00Z,"HOSEY, J P",POSSESSION OR DELIVERY OF DRUG PARAPHERNALIA,POSSESSION OR DELIVERY OF DRUG PARAPHERNALIA,"6800 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00057(0),2014-01-09T14:19:00Z,"TORRES, C R","ALARM, BURGLARY","ALARM, BURGLARY  ","118 CLOVERLEAF AVE ALAMO HEIGHTS, TX 78209"
14-00058(0),2014-01-09T14:49:00Z,"CALLENDER, C J",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"800 BLK ESTES AVE ALAMO HEIGHTS, TX 78209"
14-00059(0),2014-01-09T15:53:00Z,"DUCOTE, L A",THEFT < $50,THEFT < $50,"5307 BROADWAY 200 ALAMO HEIGHTS, TX 78209"
14-00060(0),2014-01-09T17:42:00Z,"ORR, S",SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,"100 BLK BLUE BONNET BLVD ALAMO HEIGHTS, TX 78209"
14-00061(0),2014-01-09T18:35:00Z,"CALLENDER, C J",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"5900 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00062(0),2014-01-09T19:06:00Z,"DUCOTE, L A",DUTY TO GIVE INFORMATION AND RENDER AID,DUTY TO GIVE INFORMATION AND RENDER AID,"5400 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00063(0),2014-01-09T19:51:00Z,"TORRES, C R",COV - AUTHORIZED HOURS OF CONSTRUCTION,COV - AUTHORIZED HOURS OF CONSTRUCTION,"114 MONTCLAIR AVE ALAMO HEIGHTS, TX 78209"
14-00064(0),2014-01-10T01:30:00Z,"LOPEZ, C D",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"4600 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00065(0),2014-01-10T02:57:00Z,"CARNEY, M I",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"7300 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00066(0),2014-01-10T07:29:00Z,"GARRISON, J B",BURGLARY,CRIMINAL MISCHIEF >=$50<$500  BURGLARY,"308 KENNEDY AVE ALAMO HEIGHTS, TX 78209"
14-00067(0),2014-01-10T09:19:00Z,"HOSEY, J P",CRIMINAL TRESPASS,CRIMINAL TRESPASS,"110 AUSTIN HWY ALAMO HEIGHTS, TX 78209"
14-00068(0),2014-01-10T10:24:00Z,"CERDA, E J",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"6400 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00070(0),2014-01-10T12:37:00Z,"HOSEY, J P",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"6000 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00071(0),2014-01-10T12:47:00Z,"FONSECA, D E",ARREST WARRANT,WARRANT ARREST - OUT OF JURISDICTION,"12223 SAN PEDRO SAN ANTONIO, TX 78233"
14-00069(0),2014-01-10T12:48:00Z,"GARRISON, J B",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"1214 TOWNSEND AVE 102 ALAMO HEIGHTS, TX 78209"
14-00072(0),2014-01-10T15:37:00Z,"ORR, S",POSSESSION OF OPEN CONTAINER IN MOTOR VEHICLE,IMPOUNDED VEHICLE,"4900 BLK N NEW BRAUNFELS AVE ALAMO HEIGHTS, TX 78209"
14-00073(0),2014-01-10T16:47:00Z,"DUCOTE, L A",SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,"100 BLK EVANS AVE ALAMO HEIGHTS, TX 78209"
14-00074(0),2014-01-10T17:28:00Z,"ORR, S",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"200 BLK BLUE BONNET BLVD ALAMO HEIGHTS, TX 78209"
14-00075(0),2014-01-10T18:31:00Z,"TORRES, C R",BURGLARY OF A VEHICLE,BURGLARY OF A VEHICLE,"520 ABISO AVE ALAMO HEIGHTS, TX 78209"
14-00076(0),2014-01-10T20:05:00Z,"TORRES, C R","ALARM, BURGLARY","ALARM, BURGLARY  ","140 PATTERSON AVE 401 ALAMO HEIGHTS, TX 78209"
14-00077(0),2014-01-10T23:08:00Z,"DELEON, M L",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"400 BLK JONES MALTSBERGER RD ALAMO HEIGHTS, TX 78209"
14-00078(0),2014-01-11T03:53:00Z,"LOPEZ, C D",DRIVING WHILE INTOXICATED MB,DRIVING WHILE INTOXICATED MB,"7200 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00080(0),2014-01-11T11:20:00Z,"HOSEY, J P",CRIMINAL MISCHIEF >=$50<$500,CRIMINAL MISCHIEF >=$50<$500,"250 VIESCA ALAMO HEIGHTS, TX 78209"
14-00081(0),2014-01-11T12:14:00Z,"GARRISON, J B",COV - VICIOUS DOG,COV - VICIOUS DOG,"500 BLK ABISO AVE ALAMO HEIGHTS, TX 78209"
14-00122(0),2014-01-11T12:14:00Z,"GARRISON, J B",ANIMAL BITE / SCRATCH CASE,ANIMAL BITE / SCRATCH CASE,"500 BLK ABISO AVE ALAMO HEIGHTS, TX 78209"
14-00082(0),2014-01-11T14:05:00Z,"ORR, S",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"319 ALTA AVE ALAMO HEIGHTS, TX 78209"
14-00083(0),2014-01-11T15:17:00Z,"DUCOTE, L A",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"207 ALTA AVE ALAMO HEIGHTS, TX 78209"
14-00085(0),2014-01-11T19:47:00Z,"DUCOTE, L A",ASSIST OTHER AGENCY,ASSIST OTHER AGENCY,"627 E OLMOS DR OLMOS PARK, TX 78212"
14-00086(0),2014-01-12T00:03:00Z,"DELEON, M L",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"272 CLAYWELL DR ALAMO HEIGHTS, TX 78209"
14-00087(0),2014-01-12T01:47:00Z,"CARNEY, M I",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"100 BLK BURR RD ALAMO HEIGHTS, TX 78209"
14-00088(0),2014-01-12T03:13:00Z,"CARNEY, M I",DISTURBANCE,DISTURBANCE,"5300 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00089(0),2014-01-12T15:06:00Z,"KEY, L H",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"202 CIRCLE ST ALAMO HEIGHTS, TX 78209"
14-00090(0),2014-01-12T17:06:00Z,"DUCOTE, L A",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"100 BLK CLAYWELL DR ALAMO HEIGHTS, TX 78209"
14-00091(0),2014-01-12T20:41:00Z,"DUCOTE, L A",ASSIST OTHER AGENCY,ASSIST OTHER AGENCY,"400 BLK ALBANY AVE ALAMO HEIGHTS, TX 78209"
14-00093(0),2014-01-13T11:33:00Z,"GARRISON, J B",SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,"1001 TOWNSEND AVE ALAMO HEIGHTS, TX 78209"
14-00094(0),2014-01-13T12:57:00Z,"MARZEC, A R",COV - ANIMAL NUISANCE - DOG FREE OF RESTRAINT,COV - ANIMAL NUISANCE - DOG FREE OF RESTRAINT,"100 BLK WINTERGREEN DR ALAMO HEIGHTS, TX 78209"
14-00095(0),2014-01-13T13:48:00Z,"CERDA, E J",PROPERTY FOUND / LOST / RECOVERED,PROPERTY FOUND / LOST / RECOVERED,"506 AUSTIN HWY ALAMO HEIGHTS, TX 78209"
14-00096(0),2014-01-13T14:28:00Z,"CERDA, E J",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"6100 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00097(0),2014-01-13T15:21:00Z,"CERDA, E J",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"6800 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00098(0),2014-01-13T17:21:00Z,"TORRES, C R",HARASSMENT,HARASSMENT,"281 CLAYWELL DR ALAMO HEIGHTS, TX 78209"
14-00099(0),2014-01-13T20:15:00Z,"OTTMERS, A",OPEN DOOR / WINDOW,OPEN DOOR / WINDOW,"4714 BROADWAY ALAMO HEIGHTS, TX 78209"
14-00100(0),2014-01-14T07:23:00Z,"MOSMAN, J D",DISTURBANCE,DISTURBANCE,"228 TUXEDO AVE ALAMO HEIGHTS, TX 78209"
14-00101(0),2014-01-14T10:40:00Z,"CERDA, E J",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"100 BLK AUSTIN HWY ALAMO HEIGHTS, TX 78209"
14-00102(0),2014-01-14T13:55:00Z,"CERDA, E J",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"7000 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00103(0),2014-01-14T14:18:00Z,"KEY, L H",PROPERTY FOUND / LOST / RECOVERED,PROPERTY FOUND / LOST / RECOVERED,"6000 BLK WEST AVE SAN ANTONIO, TX 78213"
14-00104(0),2014-01-14T14:27:00Z,"CALLENDER, C J",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"6700 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00106(0),2014-01-14T14:31:00Z,"CALLENDER, C J",SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,"126 W ELMVIEW PL ALAMO HEIGHTS, TX 78209"
14-00105(0),2014-01-14T14:57:00Z,"KEY, L H",OPEN DOOR / WINDOW,OPEN DOOR / WINDOW,"804 PATTERSON AVE ALAMO HEIGHTS, TX 78209"
14-00107(0),2014-01-14T15:12:00Z,"ORR, S",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"800 BLK ESTES AVE ALAMO HEIGHTS, TX 78209"
14-00108(0),2014-01-14T18:35:00Z,"KEY, L H",OPEN DOOR / WINDOW,OPEN DOOR / WINDOW,"301 ALAMO HEIGHTS BLVD ALAMO HEIGHTS, TX 78209"
14-00109(0),2014-01-14T19:46:00Z,"OTTMERS, A",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"241 ARGYLE AVE ALAMO HEIGHTS, TX 78209"
14-00110(0),2014-01-15T09:18:00Z,"LUEVANO, H A","ALARM, BURGLARY","ALARM, BURGLARY  ","249 WILDROSE AVE ALAMO HEIGHTS, TX 78209"
14-00112(0),2014-01-15T10:25:00Z,"CERDA, E J",SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,"100 BLK HENDERSON ALAMO HEIGHTS, TX 78209"
14-00113(0),2014-01-15T10:49:00Z,"HOSEY, J P",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"4900 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00111(0),2014-01-15T10:49:00Z,"HOSEY, J P","ACCIDENT, MOTOR VEHICLE","ACCIDENT, MOTOR VEHICLE  ","4900 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00114(0),2014-01-15T12:03:00Z,"CERDA, E J",DISTURBANCE,DISTURBANCE,"6900 BROADWAY ALAMO HEIGHTS, TX 78209"
14-00115(0),2014-01-15T14:12:00Z,"DUCOTE, L A",FRAUDULENT USE/POSS OF IDENTIFYING INFO,FRAUDULENT USE/POSS OF IDENTIFYING INFO,"144 E OAKVIEW PL ALAMO HEIGHTS, TX 78209"
14-00116(0),2014-01-15T14:22:00Z,"ORR, S",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"226 CANYON DR ALAMO HEIGHTS, TX 78209"
14-00117(0),2014-01-15T17:00:00Z,"ORR, S",POSS CS PG 1 >= 4G < 200G,POSS CS PG 1 >= 4G < 200G  WARRANT ARREST - OUT OF JURISDICTION,"700 BLK CORONA AVE ALAMO HEIGHTS, TX 78209"
14-00118(0),2014-01-15T18:05:00Z,"CALLENDER, C J",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"101 ARCADIA PL ALAMO HEIGHTS, TX 78209"
14-00119(0),2014-01-15T20:30:00Z,"KEY, L H",DECEASED PERSON,DECEASED PERSON,"4707 BROADWAY ALAMO HEIGHTS, TX 78209"
14-00120(0),2014-01-15T22:25:00Z,"NUGENT, J A",COV - ANIMAL NUISANCE - LOUD & OBNOXIOUS NOISE,COV - ANIMAL NUISANCE - LOUD & OBNOXIOUS NOISE,"343 WILDROSE AVE ALAMO HEIGHTS, TX 78209"
14-00121(0),2014-01-16T00:40:00Z,"CARNEY, M I",DRIVING WHILE INTOXICATED MB,DRIVING WHILE INTOXICATED MB,"5200 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00123(0),2014-01-16T10:23:00Z,"HOSEY, J P",SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,"900 BLK CAMBRIDGE OVAL ALAMO HEIGHTS, TX 78209"
14-00124(0),2014-01-16T11:51:00Z,"GARRISON, J B",SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,"200 BLK COLLEGE BLVD ALAMO HEIGHTS, TX 78209"
14-00125(0),2014-01-16T12:21:00Z,"HOSEY, J P",WARRANT ARREST - OUT OF JURISDICTION,WARRANT ARREST - OUT OF JURISDICTION,"5500 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00126(0),2014-01-16T17:53:00Z,"OTTMERS, A","ACCIDENT, MOTOR VEHICLE","ACCIDENT, MOTOR VEHICLE  ","113 W CASTANO AVE 1 ALAMO HEIGHTS, TX 78209"
14-00127(0),2014-01-17T00:22:00Z,"LOPEZ, C D",POSSESSION OR DELIVERY OF DRUG PARAPHERNALIA,POSSESSION OR DELIVERY OF DRUG PARAPHERNALIA,"5400 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00128(0),2014-01-17T07:31:00Z,"LUEVANO, H A",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"600 BLK LAJARA BLVD ALAMO HEIGHTS, TX 78209"
14-00129(0),2014-01-17T08:16:00Z,"GARRISON, J B",WARRANT ARREST - OUT OF JURISDICTION,IMPOUNDED VEHICLE  WARRANT ARREST - OUT OF JURISDICTION,"5800 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00131(0),2014-01-17T08:55:00Z,"LUEVANO, H A","CRIMINAL MISCHIEF >=$1,500<$20K","CRIMINAL MISCHIEF >=$1,500<$20K","6900 BROADWAY ALAMO HEIGHTS, TX 78209"
14-00130(0),2014-01-17T09:17:00Z,"HOSEY, J P",WARRANT ARREST - OUT OF JURISDICTION,WARRANT ARREST - OUT OF JURISDICTION,"5300 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00132(0),2014-01-17T10:59:00Z,"LUEVANO, H A",THEFT >= $500 < $1500,THEFT >= $500 < $1500,"4707 BROADWAY 1601 ALAMO HEIGHTS, TX 78209"
14-00133(0),2014-01-17T11:39:00Z,"LUEVANO, H A",THEFT >= $500 < $1500,THEFT >= $500 < $1500,"6900 BROADWAY ALAMO HEIGHTS, TX 78209"
14-00134(0),2014-01-17T13:40:00Z,"CALLENDER, C J",THEFT > $1500 < $20k,THEFT > $1500 < $20k,"302 CARDINAL AVE ALAMO HEIGHTS, TX 78209"
14-00135(0),2014-01-17T14:32:00Z,"TORRES, C R",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"4948 BROADWAY ALAMO HEIGHTS, TX 78209"
14-00137(0),2014-01-17T16:33:00Z,"TORRES, C R",POSSESSION OR DELIVERY OF DRUG PARAPHERNALIA,POSSESSION OR DELIVERY OF DRUG PARAPHERNALIA,"100 BLK ARGO AVE ALAMO HEIGHTS, TX 78209"
14-00138(0),2014-01-17T18:24:00Z,"OTTMERS, A",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"5421 BROADWAY ALAMO HEIGHTS, TX 78209"
14-00139(0),2014-01-17T21:47:00Z,"DELEON, M L",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"635 CORONA AVE ALAMO HEIGHTS, TX 78209"
14-00140(0),2014-01-17T23:41:00Z,"LOPEZ, C D",CONSUMPTION OF ALCOHOL BY A MINOR,CONSUMPTION OF ALCOHOL BY A MINOR,"5100 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
14-00141(0),2014-01-18T01:29:00Z,"NUGENT, J A",ASSIST OTHER AGENCY,ASSIST OTHER AGENCY,"4343 MCCULLOUGH AVE OLMOS PARK, TX 78212"
