incident_num,date,officer,desc_clean,offenses_clean,address_clean
12-00024(0),2012-01-03T14:14:00Z,"NUGENT, J A",BURGLARY OF A VEHICLE,BURGLARY OF A VEHICLE,"4801 BROADWAY ALAMO HEIGHTS, TX 78209"
12-00023(0),2012-01-03T14:15:00Z,"MOSMAN, J D",THEFT OF FIREARM,THEFT OF FIREARM  BURGLARY OF A VEHICLE,"5011 BROADWAY ALAMO HEIGHTS, TX 78209"
12-00025(0),2012-01-03T15:26:00Z,"NUGENT, J A",CRIMINAL MISCHIEF >=$50<$500,CRIMINAL MISCHIEF >=$50<$500,"5800 BROADWAY ALAMO HEIGHTS, TX 78209"
12-00026(0),2012-01-03T17:56:00Z,"NUGENT, J A",COV - ANIMAL NUISANCE - DOG FREE OF RESTRAINT,COV - ANIMAL NUISANCE - DOG FREE OF RESTRAINT,"433 ARGO AVE ALAMO HEIGHTS, TX 78209"
12-00027(0),2012-01-03T22:40:00Z,"JACKO, J M",DISTURBANCE,DISTURBANCE,"281 E OAKVIEW PL ALAMO HEIGHTS, TX 78209"
12-00028(0),2012-01-03T23:07:00Z,"ORR, S",SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,"200 BLK PATTERSON AVE ALAMO HEIGHTS, TX 78209"
12-00031(0),2012-01-04T09:18:00Z,"DEROSA, R E",DAMAGE CITY PROPERTY,DAMAGE CITY PROPERTY,"5400 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
12-00030(0),2012-01-04T09:32:00Z,"FONSECA, D E",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"4700 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
12-00032(0),2012-01-04T10:49:00Z,ELDREDGE-GRACZY,COV - ANIMAL NUISANCE - DOG FREE OF RESTRAINT,COV - ANIMAL NUISANCE - DOG FREE OF RESTRAINT,"100 ALAMO HEIGHTS BLVD ALAMO HEIGHTS,    78209"
12-00033(0),2012-01-04T12:15:00Z,"FITCHETT, E","ACCIDENT, MOTOR VEHICLE","ACCIDENT, MOTOR VEHICLE  ","300 BLK REDWOOD ST ALAMO HEIGHTS, TX 78209"
12-00035(0),2012-01-04T20:38:00Z,"NUGENT, J A",SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,"161 E ELMVIEW PL ALAMO HEIGHTS, TX 78209"
12-00036(0),2012-01-04T22:56:00Z,"ACOSTA, R A",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"6800 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
12-00037(0),2012-01-05T00:59:00Z,"JACKO, J M",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"500 BLK AUSTIN HWY ALAMO HEIGHTS, TX 78209"
12-00038(0),2012-01-05T09:29:00Z,"DEROSA, R E",BURGLARY,BURGLARY,"5206 BROADWAY ALAMO HEIGHTS, TX 78209"
12-00039(0),2012-01-05T11:04:00Z,"MCGREGOR, J K",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"232 ARGO AVE ALAMO HEIGHTS, TX 78209"
12-00040(0),2012-01-05T11:45:00Z,"TORRES, C R","ACCIDENT, MOTOR VEHICLE","ACCIDENT, MOTOR VEHICLE  ","100 BLK MORNINGSIDE TERRELL HILLS, TX 78209"
12-00041(0),2012-01-05T12:13:00Z,"DELEON, M L",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"4900 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
12-00042(0),2012-01-05T14:29:00Z,"FONSECA, D E",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"5900 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
12-00043(0),2012-01-05T14:49:00Z,"BARLOW, T J","ACCIDENT, MOTOR VEHICLE","ACCIDENT, MOTOR VEHICLE  ","100 BLK AUSWAY ALAMO HEIGHTS, TX 78209"
12-00044(0),2012-01-05T15:22:00Z,"CALLENDER, C J",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"7101 BROADWAY ALAMO HEIGHTS, TX 78209"
12-00045(0),2012-01-05T18:57:00Z,"CALLENDER, C J",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"128 ALBANY AVE ALAMO HEIGHTS, TX 78209"
12-00046(0),2012-01-05T20:51:00Z,"CALLENDER, C J",CRIMINAL TRESPASS,CRIMINAL TRESPASS,"4821 BROADWAY ALAMO HEIGHTS, TX 78209"
12-00047(0),2012-01-05T22:53:00Z,"JACKO, J M",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"6800 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
12-00048(0),2012-01-06T08:01:00Z,"TORRES, C R",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"100 BLK JONES MALTSBERGER RD ALAMO HEIGHTS, TX 78209"
12-00049(0),2012-01-06T10:17:00Z,ELDREDGE-GRACZY,COV - ANIMAL NUISANCE - DOG FREE OF RESTRAINT,COV - ANIMAL NUISANCE - DOG FREE OF RESTRAINT,"6116 BROADWAY ALAMO HEIGHTS, TX 78209"
12-00050(0),2012-01-06T18:06:00Z,"CALLENDER, C J",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"141 CLOVERLEAF AVE ALAMO HEIGHTS, TX 78209"
12-00051(0),2012-01-06T21:18:00Z,"CALLENDER, C J",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"281 E OAKVIEW PL ALAMO HEIGHTS, TX 78209"
12-00052(0),2012-01-06T22:10:00Z,"CERDA, E J",DISTURBANCE,DISTURBANCE,"4902 BROADWAY ALAMO HEIGHTS, TX 78209"
12-00053(0),2012-01-06T23:20:00Z,"CERDA, E J",SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,"5108 BROADWAY ALAMO HEIGHTS, TX 78209"
12-00054(0),2012-01-07T05:22:00Z,"JACKO, J M",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"100 BLK HARRIGAN CT ALAMO HEIGHTS, TX 78209"
12-00055(0),2012-01-07T12:04:00Z,"FITCHETT, E",CRIMINAL MISCHIEF >=$50<$500,CRIMINAL MISCHIEF >=$50<$500,"101 FENIMORE ALAMO HEIGHTS, TX 78209"
12-00056(0),2012-01-07T14:02:00Z,"CALLENDER, C J",COV - ANIMAL NUISANCE - DOG FREE OF RESTRAINT,COV - ANIMAL NUISANCE - DOG FREE OF RESTRAINT,"267 HALCYON PL ALAMO HEIGHTS, TX 78209"
12-00057(0),2012-01-07T15:09:00Z,"LOPEZ, C D",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"5900 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
12-00058(0),2012-01-07T15:48:00Z,"LOPEZ, C D",SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,"4720 BROADWAY ALAMO HEIGHTS, TX 78209"
12-00059(0),2012-01-07T17:41:00Z,"LOPEZ, C D",COV - ANIMAL NUISANCE - DOG FREE OF RESTRAINT,COV - ANIMAL NUISANCE - DOG FREE OF RESTRAINT,"200 BLK MONTCLAIR AVE ALAMO HEIGHTS, TX 78209"
12-00060(0),2012-01-07T18:49:00Z,"CALLENDER, C J",CRIMINAL MISCHIEF >=$50<$500,CRIMINAL MISCHIEF >=$50<$500,"6720 BROADWAY ALAMO HEIGHTS, TX 78209"
12-00061(0),2012-01-07T19:33:00Z,"MOSMAN, J D",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"4800 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
12-00062(0),2012-01-08T01:33:00Z,"CERDA, E J",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"5148 BROADWAY ALAMO HEIGHTS, TX 78209"
12-00063(0),2012-01-08T03:18:00Z,"KEY, L H",SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,"4720 BROADWAY ALAMO HEIGHTS, TX 78209"
12-00064(0),2012-01-08T12:30:00Z,"GORE, E E",BURGLARY,BURGLARY,"308 LAMONT AVE ALAMO HEIGHTS, TX 78209"
12-00065(0),2012-01-08T17:13:00Z,"LOPEZ, C D",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"329 NORMANDY AVE ALAMO HEIGHTS, TX 78209"
12-00066(0),2012-01-08T23:30:00Z,"CERDA, E J",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"5400 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
12-00067(0),2012-01-09T03:40:00Z,"ORR, S",ASSIST OTHER AGENCY,ASSIST OTHER AGENCY,"4109 MCCULLOUGH AVE OLMOS PARK, TX 78212"
12-00068(0),2012-01-09T09:52:00Z,ELDREDGE-GRACZY,ANIMAL BITE / SCRATCH CASE,ANIMAL BITE / SCRATCH CASE,"5611 BROADWAY ALAMO HEIGHTS, TX 78209"
12-00069(0),2012-01-09T18:53:00Z,"NUGENT, J A",SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,"4821 BROADWAY ALAMO HEIGHTS, TX 78209"
12-00070(0),2012-01-09T20:07:00Z,"NUGENT, J A",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"241 E FAIR OAKS PL ALAMO HEIGHTS, TX 78209"
12-00071(0),2012-01-09T21:27:00Z,"NUGENT, J A",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"241 E FAIR OAKS PL ALAMO HEIGHTS, TX 78209"
12-00072(0),2012-01-09T22:38:00Z,"CERDA, E J",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"5900 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
12-00073(0),2012-01-10T09:10:00Z,"DEROSA, R E",SUICIDE,SUICIDE,"241 E FAIR OAKS PL ALAMO HEIGHTS, TX 78209"
12-00074(0),2012-01-10T10:47:00Z,"FITCHETT, E",DECEASED PERSON,DECEASED PERSON,"322 REDWOOD ST ALAMO HEIGHTS, TX 78209"
12-00075(0),2012-01-10T11:46:00Z,"GORE, E E",OPEN DOOR / WINDOW,OPEN DOOR / WINDOW,"402 COLLEGE BLVD ALAMO HEIGHTS, TX 78209"
12-00076(0),2012-01-10T15:11:00Z,"NUGENT, J A","ACCIDENT, MOTOR VEHICLE","ACCIDENT, MOTOR VEHICLE  ","6000 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
12-00077(0),2012-01-10T16:36:00Z,"NUGENT, J A",THEFT < $50,THEFT < $50,"535 ALTA AVE ALAMO HEIGHTS, TX 78209"
12-00078(0),2012-01-10T17:02:00Z,"MOSMAN, J D",DISTURBANCE,DISTURBANCE,"201 EVANS AVE ALAMO HEIGHTS, TX 78209"
12-00079(0),2012-01-11T01:34:00Z,"KEY, L H",DRIVING WHILE INTOXICATED >= 0.15 MA,DRIVING WHILE INTOXICATED >= 0.15 MA,"4900 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
12-00080(0),2012-01-11T03:20:00Z,"JACKO, J M",SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,"303 REDWOOD ST ALAMO HEIGHTS, TX 78209"
12-00081(0),2012-01-11T08:50:00Z,"DEROSA, R E",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"5403 N NEW BRAUNFELS AVE ALAMO HEIGHTS, TX 78209"
12-00082(0),2012-01-11T23:56:00Z,"JACKO, J M",COV - OPERATING ALARM SYSTEM W/O PERMIT,COV - OPERATING ALARM SYSTEM W/O PERMIT ,"300 JOLIET AVE ALAMO HEIGHTS, TX 78209"
12-00083(0),2012-01-12T10:46:00Z,"TORRES, C R",FORGERY,FORGERY,"5029 BROADWAY ALAMO HEIGHTS, TX 78209"
12-00084(0),2012-01-12T11:04:00Z,"DELEON, M L",SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,"300 BLK ALBANY AVE ALAMO HEIGHTS, TX 78209"
12-00085(0),2012-01-12T12:34:00Z,"FITCHETT, E",SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,"200 BLK KENNEDY AVE ALAMO HEIGHTS, TX 78209"
12-00086(0),2012-01-12T12:38:00Z,ELDREDGE-GRACZY,COV - ANIMAL NUISANCE - DOG FREE OF RESTRAINT,COV - ANIMAL NUISANCE - DOG FREE OF RESTRAINT,"635 CORONA AVE ALAMO HEIGHTS, TX 78209"
12-00087(0),2012-01-12T14:07:00Z,"CALLENDER, C J","ALARM, BURGLARY","ALARM, BURGLARY  ","402 EVANS AVE ALAMO HEIGHTS, TX 78209"
12-00088(0),2012-01-12T16:41:00Z,"CALLENDER, C J",THEFT >= $50 < $500,THEFT >= $50 < $500,"4707 BROADWAY ALAMO HEIGHTS,    78209"
12-00089(0),2012-01-12T18:03:00Z,"CALLENDER, C J",PROPERTY FOUND / LOST / RECOVERED,PROPERTY FOUND / LOST / RECOVERED,"4821 BROADWAY ALAMO HEIGHTS, TX 78209"
12-00090(0),2012-01-12T20:46:00Z,"CALLENDER, C J",DRIVING WHILE INTOXICATED 3RD OR MORE,DRIVING WHILE INTOXICATED 3RD OR MORE,"5900 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
12-00091(0),2012-01-12T22:04:00Z,"CERDA, E J",THEFT >= $50 < $500,THEFT >= $50 < $500,"160 W EDGEWOOD PL ALAMO HEIGHTS, TX 78209"
12-00092(0),2012-01-13T00:17:00Z,"JACKO, J M",COV - OPERATING ALARM SYSTEM W/O PERMIT,COV - OPERATING ALARM SYSTEM W/O PERMIT ,"119 CLEVELAND CT ALAMO HEIGHTS, TX 78209"
12-00093(0),2012-01-13T00:44:00Z,"JACKO, J M",COV - ANIMAL NUISANCE - DOG FREE OF RESTRAINT,COV - ANIMAL NUISANCE - DOG FREE OF RESTRAINT,"200 BLK AUSTIN HWY ALAMO HEIGHTS, TX 78209"
12-00094(0),2012-01-13T03:58:00Z,"CERDA, E J","DISPLAY WRONG, FICTICIOUS, ALTERED, OR OBSCURED LICENSE PLATE","DISPLAY WRONG, FICTICIOUS, ALTERED, OBSCURED LICENSE PLATE","5700 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
12-00095(0),2012-01-13T09:33:00Z,"TORRES, C R",POSS MARIJUANA <= 2 OZ DRUG FREE ZONE,POSS MARIJUANA <= 2 OZ DRUG FREE ZONE,"6900 BROADWAY ALAMO HEIGHTS, TX 78209"
12-00096(0),2012-01-13T09:40:00Z,"DELEON, M L",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"417 CORONA AVE ALAMO HEIGHTS, TX 78209"
12-00097(0),2012-01-13T09:48:00Z,"DEROSA, R E",SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,"200 BLK CLAYWELL DR ALAMO HEIGHTS, TX 78209"
12-00098(0),2012-01-13T13:43:00Z,"FONSECA, D E",POSSESSION OR DELIVERY OF DRUG PARAPHERNALIA,POSSESSION OR DELIVERY OF DRUG PARAPHERNALIA,"100 BLK PATTERSON AVE ALAMO HEIGHTS, TX 78209"
12-00099(0),2012-01-13T14:45:00Z,"LOPEZ, C D",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"6700 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
12-00100(0),2012-01-14T01:08:00Z,"CERDA, E J",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"100 BLK OGDEN LN ALAMO HEIGHTS, TX 78209"
12-00101(0),2012-01-14T02:52:00Z,"ACOSTA, R A",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"100 TERRELL RD ALAMO HEIGHTS, TX 78209"
12-00102(0),2012-01-14T03:01:00Z,"JACKO, J M",DRIVING WHILE INTOXICATED MB,DRIVING WHILE INTOXICATED MB,"100 BLK AUSTIN HWY ALAMO HEIGHTS, TX 78209"
12-00103(0),2012-01-14T07:47:00Z,"DELEON, M L",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"5000 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
12-00104(0),2012-01-14T14:31:00Z,"NUGENT, J A","COV - SOLICITING ON PRIVATE PROPERTY, UNINVITED","COV - SOLICITING ON PRIVATE PROPERTY, UNINVITED","302 EVANS AVE ALAMO HEIGHTS, TX 78209"
12-00105(0),2012-01-14T22:09:00Z,"ACOSTA, R A",CRIMINAL MISCHIEF - SUBSTANTIAL INCONVENIENCE,CRIMINAL MISCHIEF - SUBSTANTIAL INCONVENIENCE,"305 ABISO AVE ALAMO HEIGHTS, TX 78209"
12-00106(0),2012-01-14T22:38:00Z,"ACOSTA, R A",WARRANT ARREST - OUT OF JURISDICTION,WARRANT ARREST - OUT OF JURISDICTION,"6000 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
12-00107(0),2012-01-15T00:13:00Z,"CERDA, E J",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"100 BLK BLUE BONNET BLVD ALAMO HEIGHTS, TX 78209"
12-00108(0),2012-01-15T03:23:00Z,"ACOSTA, R A",PUBLIC INTOXICATION,PUBLIC INTOXICATION,"4900 BLK N NEW BRAUNFELS AVE ALAMO HEIGHTS, TX 78209"
12-00109(0),2012-01-15T11:43:00Z,"DELEON, M L",COV - AUTHORIZED HOURS OF CONSTRUCTION,COV - AUTHORIZED HOURS OF CONSTRUCTION,"122 HARRIGAN CT ALAMO HEIGHTS, TX 78209"
12-00110(0),2012-01-15T13:28:00Z,"NUGENT, J A",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"5321 BROADWAY ALAMO HEIGHTS, TX 78209"
12-00111(0),2012-01-15T17:27:00Z,"NUGENT, J A",OPEN DOOR / WINDOW,OPEN DOOR / WINDOW,"5306 BROADWAY ALAMO HEIGHTS, TX 78209"
12-00112(0),2012-01-15T18:51:00Z,"NUGENT, J A",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"6815 BROADWAY 2 ALAMO HEIGHTS, TX 78209"
12-00113(0),2012-01-15T20:36:00Z,"NUGENT, J A",THEFT > $1500 < $20k,THEFT > $1500 < $20k,"201 GROVE PL ALAMO HEIGHTS, TX 78209"
12-00114(0),2012-01-15T23:02:00Z,"CERDA, E J",RUNAWAY,RUNAWAY,"125 ENCINO AVE ALAMO HEIGHTS, TX 78209"
12-00115(0),2012-01-15T23:15:00Z,"ACOSTA, R A",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"611 COLLEGE BLVD ALAMO HEIGHTS, TX 78209"
12-00116(0),2012-01-16T02:38:00Z,"CERDA, E J",PUBLIC INTOXICATION,PUBLIC INTOXICATION,"100 BLK CLEVELAND CT ALAMO HEIGHTS, TX 78209"
12-00117(0),2012-01-16T06:13:00Z,"TORRES, C R",SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,SUSPICIOUS PERSON / VEHICLE / CIRCUMSTANCES,"6720 BROADWAY ALAMO HEIGHTS, TX 78209"
12-00118(0),2012-01-16T15:31:00Z,"NUGENT, J A",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"5200 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
12-00119(0),2012-01-16T16:06:00Z,"CALLENDER, C J",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"637 PATTERSON AVE ALAMO HEIGHTS, TX 78209"
12-00120(0),2012-01-17T01:45:00Z,"CERDA, E J",EVADING ARREST/DETENTION USING VEH,EVADING ARREST/DETENTION USING VEH,"100 BLK GROVE PL ALAMO HEIGHTS, TX 78209"
12-00242(0),2012-01-17T07:06:00Z,ELDREDGE-GRACZY,ANIMAL IMPOUND (NON COV),ANIMAL IMPOUND (NON-COV),"100 BLK EARL OLMOS PARK, TX 78212"
12-00121(0),2012-01-17T11:11:00Z,"GORE, E E",COV - PARKING ON UNPAVED AREA OF PRIVATE PROPERTY,COV - PARKING ON UNPAVED AREA OF PRIVATE PROPERTY,"151 BARILLA PL ALAMO HEIGHTS, TX 78209"
12-00122(0),2012-01-17T12:52:00Z,"GORE, E E",THEFT >= $50 < $500,THEFT >= $50 < $500,"5307 BROADWAY ALAMO HEIGHTS, TX 78209"
12-00123(0),2012-01-17T12:52:00Z,"DEROSA, R E",DISTURBANCE,DISTURBANCE,"506 AUSTIN HWY ALAMO HEIGHTS, TX 78209"
12-00124(0),2012-01-17T18:49:00Z,"NUGENT, J A",BURGLARY OF A VEHICLE,BURGLARY OF A VEHICLE,"200 BLK JOLIET AVE ALAMO HEIGHTS, TX 78209"
12-00125(0),2012-01-17T19:10:00Z,"MOSMAN, J D",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"5000 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
12-00126(0),2012-01-17T21:06:00Z,"MOSMAN, J D","ACCIDENT, MOTOR VEHICLE","ACCIDENT, MOTOR VEHICLE  ","4900 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
12-00127(0),2012-01-18T00:51:00Z,"JACKO, J M",PUBLIC INTOXICATION,PUBLIC INTOXICATION,"5200 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
12-00128(0),2012-01-18T02:55:00Z,"JACKO, J M",DRIVING WHILE INTOXICATED MB,DRIVING WHILE INTOXICATED MB,"6600 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
12-00129(0),2012-01-18T08:19:00Z,"DEROSA, R E",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"100 BLK LAMONT AVE ALAMO HEIGHTS, TX 78209"
12-00130(0),2012-01-18T09:27:00Z,"DELEON, M L","ACCIDENT, MOTOR VEHICLE","ACCIDENT, MOTOR VEHICLE  ","130 TERRELL RD ALAMO HEIGHTS, TX 78209"
12-00131(0),2012-01-18T11:57:00Z,ELDREDGE-GRACZY,COV - ANIMAL NUISANCE - DOG FREE OF RESTRAINT,COV - ANIMAL NUISANCE - DOG FREE OF RESTRAINT,"107 ROUTT ST ALAMO HEIGHTS, TX 78209"
12-00132(0),2012-01-18T15:08:00Z,ELDREDGE-GRACZY,ANIMAL COMPLAINT,ANIMAL COMPLAINT  ,"203 W SUNSET SAN ANTONIO, TX"
12-00133(0),2012-01-18T18:06:00Z,"NUGENT, J A",BURGLARY,BURGLARY,"243 WILDROSE AVE ALAMO HEIGHTS, TX 78209"
12-00134(0),2012-01-18T21:01:00Z,"LOPEZ, C D",INVESTIGATION / INFORMATION,INVESTIGATION / INFORMATION,"50 ALAMO HEIGHTS BLVD ALAMO HEIGHTS, TX 78209"
12-00135(0),2012-01-19T02:37:00Z,"ACOSTA, R A",IMPOUNDED VEHICLE,IMPOUNDED VEHICLE,"5400 BLK BROADWAY ALAMO HEIGHTS, TX 78209"
